date,AAPL,MSFT,NVDA,JPM,XOM,TLT,GLD
2020-01-01,-0.02270478312508251,-0.01746854195358074,-0.007612633754173076,0.011091212889928384,-0.010291033147398324,0.014131656979271115,-0.01249743387810301
2020-01-02,-0.008828305125777019,-0.009205325106840674,-0.03520111826588541,0.0001159010394527951,-0.00645114455239534,-0.0059024552026671175,0.018068052600000113
2020-01-03,0.015908397465282668,0.03443309208797035,0.056940865527860214,0.020449241276458384,0.043598783330921966,0.014327626604235248,-0.002643343562110601
2020-01-06,-0.0012515847621854385,0.015328934912088817,0.011397313043894424,-0.01999973777061254,0.016749700798372284,0.0013613208974223702,-0.0020957993379217715
2020-01-07,-0.014977978738139892,-0.0008537429704423942,0.03439605228673869,0.012971905405009733,0.01960516397726269,0.006613888076741245,-0.006238805631394436
2020-01-08,0.03797714929173927,0.022399089573303846,0.039934114575291085,-0.018054257717808473,0.032142777209317554,-0.0021282657981825897,0.001637912099507177
2020-01-09,0.014366775353946834,-0.0017311872921875018,0.0013249310395551067,-0.01826656595985048,0.022400826773012642,0.008911269677546347,0.0040819488393740245
2020-01-10,0.04744435898840022,0.02550716542414892,0.056401274016950394,0.013550477454027866,0.021280187217317576,-0.0047896145446918665,-0.009392835865601938
2020-01-13,0.004438885781672274,0.00573484760590781,0.03028172800123128,0.02612267183792373,0.012892597669931121,-0.0032590696630076916,0.01222403888295833
2020-01-14,0.02949884280045556,0.018930896044528658,0.041273360953798695,0.02643431008559378,-0.013507742041008531,-0.019478990305083203,-0.003689106884926022
2020-01-15,-0.010456949626278888,-0.019277942511483542,0.01812530294696399,-0.013262938535205673,-0.038465899919187765,0.02934699238553657,0.01738215289556251
2020-01-16,0.015979407781360356,-0.009092727429525473,0.017766834395341376,-0.02554748772747808,0.022335767674651515,-0.002860864231241579,0.005327219705690064
2020-01-17,0.01642182235928372,0.007634135116399222,0.01894035380605814,0.03305671792750543,0.010862942878002928,0.0031439154952141884,0.003149684352246096
2020-01-20,-0.013416713537098316,-0.012548823316276153,-0.04006743751425807,-0.01112893125509541,0.0038661083862842043,0.01914109317518376,0.009606885994731876
2020-01-21,-0.004958102477802795,0.0077345066909706465,0.0013585876611464844,-0.018751377470261597,0.01906833022273374,0.003832187788277831,0.005726053932572583
2020-01-22,-0.01919374240086307,0.010556722363023671,0.011288830753099017,-0.023920264387341333,-0.04461639072944255,-0.0007981134362744554,-0.0023460590470552405
2020-01-23,-0.006033762994096535,0.010654376448047082,0.03024916918885858,-0.030398257951865366,-0.047946082929442656,0.005881375502255701,-0.011127397109086118
2020-01-24,-0.019839450995849783,-0.025734029528535117,0.0001025575457773907,-0.02470080505650315,-0.01779804100597409,0.03263255395349948,-0.006840727678664382
2020-01-27,0.021730549278735804,0.020974467611578066,0.021306188387035126,0.02199523076105066,0.02179481751579336,0.005542120208424046,0.021263046874711696
2020-01-28,0.004827501199639474,-0.0046819522544751455,-0.038285049271061786,0.022180877336104705,-0.0033878131276798094,-0.005615461292997312,0.011279778847912536
2020-01-29,0.0004676708664119162,-0.01295578758492225,0.016528234849031383,-0.04007764868675676,-0.01310474010468501,-0.006065067531269953,0.009313517071090936
2020-01-30,0.018844723081711062,0.024870187204050535,0.049694067915462256,0.018863182800126877,0.004212696238771681,-0.006529739180112559,-0.004708976949074762
2020-01-31,-0.003485086158946926,-0.009989529682152635,-0.02179777056284141,0.03381954643548933,-0.009649381531317386,0.004954437974893991,0.014650524803404504
2020-02-03,-0.013728568543325425,-0.026245904345805593,-0.0005984248475107082,-0.0320593931723298,-0.02464637078357626,0.012512904318493013,-0.01815266099568972
2020-02-04,0.011910363251446546,0.006412512164661091,-0.0025855856022061366,-0.0037262535573827655,0.02781102464242085,0.0028666826713828375,0.0010022218124443867
2020-02-05,-0.005407193627563087,-0.016828052411647667,-0.03404404507242914,0.004374332215296344,-0.022752054296360572,-0.03170460467909271,-0.015499125233505964
2020-02-06,0.013132059766952189,0.00988333970747701,0.0470557671463044,0.010473265423301776,0.006616090026341359,-0.011336665432761475,0.0035687555357348426
2020-02-07,0.02790522734829633,0.02363235904918666,0.041500254163333354,0.04220296274201512,0.01890052611417849,0.009505189914716074,0.006591472062129916
2020-02-10,0.03249014541940704,0.021065316049692615,0.021001250497843467,0.0066148258693375615,0.008937983105565405,-0.0008138019905739894,-0.009856909068601134
2020-02-11,-0.022030208624059328,-0.02757463989199743,-0.04055313613422405,-0.010696030531348712,0.025036242218875585,0.024550158012514766,-0.03238257749984809
2020-02-12,-0.006211222569657447,-0.016470190859792056,-0.004306906498614406,-0.004447876302103184,-0.040509049206931484,-0.0006018487453708391,0.006147035782774235
2020-02-13,-0.01326748342708824,-0.021925350559554097,0.020141367320058768,0.02355829326935333,0.008980514532250258,0.012168796842265558,0.026558820563475315
2020-02-14,0.026481250337629374,0.015491746585335938,0.018769805872177754,-0.008856053778284089,-0.016880361933537664,-0.00036614248427281756,0.011453444314864425
2020-02-17,-0.03961874909428209,-0.009691502167512536,0.01532593769440854,-0.003059557364387993,0.0033205185349999148,-0.0016932408342121296,-0.0075118946301632695
2020-02-18,0.020294838024537305,0.003393918690555229,0.033721191150779664,-0.011829345822796086,-0.0002978249347413142,-0.012268958048470653,0.0072332973932883425
2020-02-19,-0.02105668529282067,-0.0036369715033309205,0.023566252179899272,0.009566569852243268,0.020903130458992496,0.003731646377084104,-0.010166289814417117
2020-02-20,-0.03884788258021534,-0.0252546760313526,-0.05178187879270849,-0.06818578062906967,-0.030971134094920947,-0.0029294101841292994,-0.013248601054190784
2020-02-21,0.011021478912305304,0.020160602689030787,-0.059611961835883846,-0.01608345077012642,0.009468654878572742,0.00023283394995758818,0.019048258962868946
2020-02-24,-0.045008949683895405,-0.0200833197066227,-0.0634802372146654,-0.01457654532605705,0.014396328946981837,-0.0019810872793966706,-0.020150003486800978
2020-02-25,-0.002914528587936472,-0.0023448858428371344,-0.011263417681852081,0.019461968762054707,0.014468354109461937,0.0037057324666359527,0.007680179936821441
2020-02-26,-0.0011491454067656059,0.02634171210690955,-0.011002992986554948,0.005016321159477095,-0.02758493683095928,-0.02796975468081973,-0.017973396580003017
2020-02-27,-0.012717042491224557,-0.0015178836546002872,-0.013540458526702954,-0.021076885686330347,-0.006865277575678632,0.011704304351867064,-0.002953139596805454
